flight,chain_id,lat,long,alt,mph,dt_seconds,heading_sin,heading_cos,vertical_speed,horizontal_speed,delta_lat,delta_lon,delta_alt
WAYLN42,4,34.6282,-118.217,4375,186,600.0,-0.8378221054908406,0.5459433299811389,2.5416666666666665,77.91512617488769,0.0636999999999972,-0.11899999999999977,1525
WAYLN42,4,34.6919,-118.336,5900,460,600.0,0.9473226327572083,-0.320280860286642,-4.375,127.4890672407608,-0.06139999999999901,0.21999999999999886,-2625
WAYLN42,4,34.6305,-118.116,3275,460,600.0,-0.9998469006845868,0.017497862481627026,-0.5,15.37343320376088,0.00039999999999906777,-0.028000000000005798,-300
WAYLN42,4,34.6309,-118.144,2975,460,600.0,0.9993765690914476,-0.03530542665097033,-0.5416666666666666,13.183541277869827,-0.0006999999999948159,0.02400000000000091,-325
WAYLN42,8,34.6104,-118.082,3975,460,600.0,-0.16122846883136732,0.9869171094059991,2.375,51.0396602814659,0.07549999999999812,-0.015000000000000568,1425
WAYLN42,9,34.6006,-118.043,3875,460,600.0,-0.01170485608453223,0.9999314958256093,2.375,93.67703435320071,0.14039999999999964,-0.001999999999995339,1425
WAYLN42,16,34.7053,-117.941,4850,460,600.0,-0.9104678798015928,-0.41357978655827976,-2.9166666666666665,101.28162643446448,-0.06289999999999907,-0.16799999999999216,-1750
WAYLN50,0,34.6139,-118.013,3825,460,600.0,-0.9839830196680659,0.1782622141815662,-1.0416666666666667,60.81200846934171,0.016199999999997772,-0.10899999999999466,-625
WAYLN50,0,34.6301,-118.122,3200,460,600.0,0.9143642192168777,0.4048926704892417,1.2916666666666667,56.41310165692804,0.034199999999998454,0.09399999999999409,775
WAYLN50,10,34.7013,-117.901,4925,460,600.0,-0.9999543418746546,-0.009555844600369097,-0.2916666666666667,95.9937251956198,-0.0015000000000000568,-0.17499999999999716,-175
WAYLN50,10,34.6998,-118.076,4750,198,600.0,-0.5489152974222553,-0.8358779792863531,-1.1666666666666667,35.993070515502836,-0.045100000000005025,-0.036000000000001364,-700
WAYLN50,10,34.6547,-118.112,4050,460,600.0,0.93933430000513,0.3430030216104116,1.4166666666666667,105.09720067446041,0.05389999999999873,0.1799999999999926,850
WAYLN50,10,34.7086,-117.932,4900,212,600.0,-0.8108158865859243,-0.5853012882779959,-1.1666666666666667,119.20049482236172,-0.10469999999999402,-0.17600000000000193,-700
XLJ784,6,34.5484,-118.252,33025,534,600.0,-0.8275026232866949,0.5614618495086182,6.666666666666667,678.6306546180853,0.5668000000000006,-1.0290000000000106,4000
